tweet,label
"ћ«Ѕд« «бдш?»« «б «бн Е!  »”г «ббе «б—Ќгд «б—Ќнг ћн‘хд« «б»«”б ° »?ѕ?« »‘дц ећжг «бг—Ќбе «б—«»Џе гд  Ќ—н— Ќб» «бѕЏ«Ѕ «бѕЏ«Ѕ б№ «»д«∆яг",joy
«Џ ёѕ Ён «б«жбнг»н«ѕ «ббн Ё«   я«д  «б”жѕ«д ѕжбе ж«Ќѕе,none
« —яж «бЏд’—не «бд де «бЌжЋн ж’«бЌ ег ”»» ќ—«» «бнгд «бЌжЋн џ»н ж’«бЌ ЋЏб» ж«б÷Ќне «б‘Џ» «бнгдн,anger
г”д гжѕнде ѕ«—  «бг”днд ‘жЁж ж‘бжд «б№ ж«б№  Ќ”—е ?? Ќ”»н «ббе ждЏг «бжянб . . .  “ѕ —’нѕя16  «бж«бѕ  «»н  «гнЕ,sadness
: Џдѕг« «дў— бЏнд«яц н«’џн— н «д”н «бЏ«бг ж«д”н «Ќ“«дн ??  ћж«д«  »д н,love
г»—жжжжжжя бнд« н« ‘«енд жяЁ«не Ё—Ќ  ядж“ гЏ«д« жбнЋ ж«”г«Џнб жЏбж‘ ж—н « »ћѕ ябяг  ” «еб яб ќн— г«Џ«ѕ« «бЌнж«де «дЁ’«г ж«бя—жг»е «ббн гЏ«е«,joy
–е»  бян «ќ»—е »«‘ н«ён .. Ё«’ѕг  .. Ёёѕ –е» бгд ќбёе ..,sadness
‘Ё я  дёЎ ќ—н н«гжд”е,anger
«е е дЁЏег «б«жбнг»н«ѕ гџн‘ «я — где« ??????,none
жЁ«е «б«гн—  —ян »д Џ»ѕ«бЏ“н“ «д« ббе ж«д« «бне —«ћЏжд Џўг «ббе «ћ—яг жџЁ— «ббе бЁёнѕяг  «ббе н—ЌгеЕ,sympathy
ќ«нЁе «гж  жг Џ—Ё‘ ??,fear
«б«жбнг»н«ѕ ѕн «Ќбн Ќ«ће Ён «бѕждн««««««,joy
дЌд гЏ«яг н« «»д«Ѕ «бггбяе ёб»« ж б« Џ«‘ гд г”яг »”жЅ дЁ—Ќ бЁ—яг ж дЌ“д бЌ“дяг.  «б«Ќж«“« дћге «бќбнћ Џ—»н,sympathy
«д« ќ«нЁе н« г’— ??????,fear
«б“г«бя нёѕг «б Џ«“н ббд«ѕн «б«ебн Ён жЁ«е гѕ—» ёЎ«Џ «бд«‘∆нд  «б“г«бя  «б Џ«“н  ббд«ѕн  «б«ебн  «бд«‘∆ндЕ,sympathy
’ж я ѕе «не «ббе Џбне гб«няе »нџдж« ...,joy
«б’нд ???????? Ўб» гд ћдж» «б”жѕ«д гЏ«ё»е «бг”ƒжбнд Џд ё б ћдѕннд ’ндннд »ёже ЌЁў «б”б«г,anger
ќ«нЁе «жн .... б«д «бћн‘ енд“б » ёбе жнѕ«ЁЏ Џд «б”н”н же яжд гћ“—е ... —»д« н” — Џбнд« ж Џѕн Џбн ќн—  д«“б жг‘ г д«“б,fear
г———————е ўбг «жё«  «ёжб  ёе— ж«д«дне ж«жё«   Ќ“дн б«де« ќ«нЁе жгж Џ«—Ёе янЁ   ’—Ё »” Ќёнён ќб«««’ г———е Ўжбже« б«“г нЏ—Ё Џд »д е,fear
«Ў«б» » Ќёнё —”гн гд ё»б « Ќ«ѕ я—е «бнѕ гЏ «бгѕ—» ж «бб«Џ»нд Џбн ”жЅ «бг” жн ж  Џгѕ «бќ”«—е ж «бўеж— »‘яб —ѕнЅ Ён «б«жбнг»н«ѕ,none
: н÷Ќяд« «б«Џб«г «б«н—«дн Џдѕг« н”гн г— “ёе д’— «ббе ж”бнг«дн Ён ”ж—не      гћ«еѕнд      !!,anger
жг” Ќнб няжд Џ’«г Ќћн ѕе Џ«бг ! «ќ —Џ «не «÷«Ё «не ббЏбгњ Ўн» Џ«бг Ён «не њ,surprise
" Ёян—н Ёня «яЋ— гд яб«гн гЏ«я ° Џгжг«р «д  «ћгб гд «ќ– ёб»н.?? .  г”«Ѕ «бЌ»  ”Џ«ѕе  яняЕ",love
ѕ« «Ќд« д«ќѕ «б«жбнг»н«ѕ ѕ« »ё« Ё «бнѕ,none
 —ян «бЏж«ѕ н”нЅ бб”Џжѕн«  еб Џёж»е «б”ћд ж«?Џ ё«б ббѕЏ«е ЁёЎ њњ «г «де«  ‘гб гЋб е–« «б”«ёЎ «б–н н ег «ге« д« њњ дд ў— «ћ«»е гд «бг”ƒб ..,anger
«д« г Џ«ЎЁ гЏя ж« гдн Ќб г‘яб я »«”—Џ жё  жбн” бя «б« «бгЎ«б»е ж«б’»— ж«б«Ќ ”«»,sympathy
«бЌъ»с яд“с ж«б—жЌ ?г” жѕЏес бд ндЁ– «бЌ»? г«ѕ«г «бёб» ?’«дЏес ..,love
«б« днд «б«»Ў«б «ббн ћ«»жбд« «жб гнѕ«бн нд Ён «б«жбнг»н«ѕ ЎбЏж« »нбЏ»ж Ён д«ѕн Ўб«∆Џ «бћн‘. «бћн‘ гя«де «бЌѕжѕ жбн” «Ќ—«“ гнѕ«бн«  н« »—«ѕЏн,none
":   »Ќ»яг ябяг н« ё—«н»н° «»‘—ж«  ёѕе«  гѕ«г ћнћн",joy
ж «не «бг‘ябе ж «Ќд« »бѕ Ё‘б Ёне« “жнб ждћЌ  Ёне« ’«Ёнд«“,anger
: »«б’ж— : «гнде Ё«ќ   Ќ Ёб »“ж«ћ†‘ёнёе«,joy
Ён ћд»н н«еб Ён «бЌб«ё н‘«еѕ «б«жбнг»н«ѕ нёжб «” џЁ—«ббе »дне  Ќяг жнЁя— «ббн нбЏ»жд —ћ«б бж нѕ—н «дег »д«  жн‘ »нёжб??????????,none
«б«яжд  ѕе «б«жЁн‘н«б » «Џ «б«жбнг»н«ѕ  ёѕ—ж«   «»Џж« гд Џбне яб Ќ«ће нЏдн??,none
:  «б«ќж«д гћ—гнд ж«бд’— ббг’—ннд ”дд ’— »«–д «ббе б«дд« ѕхЏ«е Ќё жд»дн ждЏг— жЎдд« ж«ќж«д «б‘н«Ўнд нќ—»жд ”х е“гжд,anger
«ббе нд’—ег,sympathy
«д  џнге Џхг—н «бЌбже «ббн «гЎ—  Џбн ёб»н Џ‘ё ж«“е—  «бѕдн« Ён Џндн «Ќбн —»нЏ ..  џ“б ????,love
"Ёёѕд« Ёня «б«гб ° гЁн‘ гдя —ћ« ° —гнд« Ўж» я гд “г«д",sadness
"жЁн еу–ец  «бЌнш«е .. »янд« яЋн—«р ° жб« дЏбгх «д  «ббе гхќ»ц∆ бд« ќбЁу е–«  «б»хя«Ѕ ќн—«р жЁнш—« ! ??",sadness
end1435    »«б«’б Џг«д бн” бе« «н ѕж— ЁЏ«б »Ќ—» «б”Џжѕне гЏ «бЌжЋн жяб«»е бян  Ўб» «б”Џжѕне гдег Ќб бб ”жне.,anger
»—жд“не бг’— ?? «ќн—« ???? ‘я—«  ”«—е ”гн— ?????? «жб гнѕ«бне бг’— Ён «б«жбнг»н«ѕ »—жд“не —ЁЏ «б«Ћё«б,joy
бг« дќ‘ бЏ»е «б—г«не ж дћн» «б”ег »—е «ббжЌе н»ё« «Ќд« Џгбд« «ббн г н Џгб‘ Ён «б«жбнг»н«ѕ ????,none
»” г’— » Ё—Ќ «жг«««б.. ж »б«‘ ‘—гЎе д“жб «бѕжб«— б 11 ѕе г‘ енягб нжгнд ж ен÷—»  «дн,anger
»Ўб «бЏ«бг Ё «бећ’ »жў ’ж— д« Ё «б«жбнг»н«ѕ «я — г« ен »«нўе  «”б«г «б‘е«»н,sadness
«Ќд« ћ«ннд де«—ѕ б«ё «б«жбнг»н«ѕ ѕн ????  RioOlympics2016  volleyball,sadness
"Jaleel: ж»ѕ« «душ ёх»беу Ёугяц «б—ушЎ»ъ° Ќун«е.",love
«яЋ— г« нћеѕ г‘«Џ—д« еж ёге ’ѕёе«..,sadness
Ќ—«г Џбня г«Ён‘ «бЌѕ г‘ гќЎн ябд« ќЎ«ƒд,fear
«гн— г— ÷н гд’ж— «б—«ћб ѕ« я«д ”»» —∆н”н Ён  ќбн’ «џб» «б’Ёё«  ...—»д« н»«—ябя н«»дн,love
": ё«б:  «Ќ»» хе« бцѕ—ће «дн бг «” ќ— «ббе »е« нжг«р° ќ‘не «д  яжд ‘—«р Ён»Џѕе« «ббе Џдн  ???",love
«бё«∆гнд Џбн ёд«е «бднб бб—н«÷е «—Ќгж« ѕня «»жд« я—е жд« Ён «б«жбнг»н«ѕ ????,anger
«Ќ Ёў  »ця .. »ѕ«ќб ёб»нш ж Ёнш дЁ” «бгя«д «жћЏ днш ??    »ж—«я Ён ћѕе,love
«д« ќ«нЁ «д«г «бжё  нћ—н «”—Џ ж «б»” Ё «г Ќ«д »я—« ѕе .,fear
«бџн—е Ёцн «бЌх»ш   ућЏубдъ« я«б«уЎъЁ«б б« нх—÷нду« ”цжн «б«г цб«яъ !  «бџн—е,love
»«бг—————е Ќбжжж жгЁнѕ «д  г ќнб бж «ѕќб Џбн «б»д«  я–« г«Џ«ѕ «дег г”жнд бн Ќ—я«  »«нќе «»ѕ«,joy
—нж ѕн Н«дн—ж  г’— « Џ«гб  гЏ  «б«жбнг»н«ѕ я«де«  ѕж—е —г÷«дне ћгЏ  «бЁбж” бг  «бб«Џн»е ће“ж  «б‘дЎ ”«Ё—ж«  «б»—«“нб жЁ  «б«ќ—  Џ“»е «бдќб,none
Ён Ё—Ќ гд «ббн я«дж« Џдѕн  : D : D « «ћб »—я« я н« Ќ«ће б»дн «д« яѕ« еёбё,love
Mohammed001 ћ“н н «бћде «д ‘«Ѕ «ббе е»бџе,joy
«бЏ«бг нЏн‘ Ќбёе ћѕнѕе гЋн—е гд »—д«гћ «б’ѕге »” е«бг—е Џд ћѕ гж  гЋнб  «б’ѕге   —«г»  «я‘д ??????????,surprise
ѕ« «” Ћд«Ѕ »Џѕ  Џбнг ж ћен“ жб« «б«жбнг»н«ѕ .. «дг« г‘ ед Џ» яб ‘жне гЏ«яж« »ён ??,none
Tahr: «б№нжг «б«”жѕ 3/8  бд дд”н ”дћ«—  Џбн б”«д ЎЁбе: «н –д» «ё —Ё ењ”—ё г ЎЁжб н!ё б г «ебн!«џ ’» г «ќ н!няЁн г“нѕ« ,anger
"29: ед«я «бЁ ”»» б –е»° жбядя  »ён б«ћб ”»» жЌнѕ б«  Ёеге њњњ ??",love
:  «Ћн— «б«ќ»«—не «”»«»  Ў«жб «н—«д Џбн гЌгжѕ Џ»«”!,anger
гбЏжд «»ж «б Ќянг Ён «б«жбнг»н«ѕ ѕн Ён я—е «бнѕ Ч feeling angry,anger
г« «ћгб «д «‘Џ— »—жЌя Ќжбн  Ќ жндн »яб гя«д .. Ё№№ Џ‘ё —жЌя ”нѕ №№н бе« г–«ё ќ«’ ?,love
н« »ќ  «бд«” «ббн » ‘жЁ «бд«” «ббн «Ќд« »д‘жЁе« «е ж«ббе »ћѕ,joy
гд я — г« «д« ќ«нЁе г‘ г” —ћне «‘жЁ ’ж—е «бг—« «бн ѕ»Ќе« «»де« .. «дж «Ќд« «бн »дЎбЏ ж»дг÷н яб нжгд« »—« «б»н  ‘ж »÷гд« г« д б«ён гЏ еня +,fear
бг«–« Ён «б”Џжѕне ЁёЎ нЌ—г «бЏбг«Ѕ ён«ѕе «б”н«—е ббг—«е »ндг« бЏ» «бћжѕж Ён «б«жбнг»н«ѕ бг ндЎёж« Ёне »ябге,surprise
: гдѕж» «бЌг«— Џ»ѕ—»е е«ѕн Ён «б«гг «бг Ќѕе нёжб Џд «бЌжЋннд :ег ћ“Ѕ «’нб гд «б‘Џ» «бнгдн!! г« Џѕ «Ќд«‘ —ж«Ё÷ жб« гћж” ????????????Е,anger
»” яѕе њ = «г«б «д  Ё«я— «не,surprise
Ёћ«е яб «б»д«  н‘ћЏжд »—‘бжде ??,surprise
"Retweeted »д  д«ѕ—е Riko ( «ббн г” дн «д г’—   «еб ббѕж— «б «дн Ён «б«жбнг»н«ѕ Ён «бнѕ° н« —н  н«ќѕ Ќ»н нд «”»—нд жнд«г",none
яд  ќ«нЁе «д« »Џѕ??,fear
г‘ яд« жѕнд« «б“г«бя нбЏ» Ён «б«жбнг»н«ѕ Ўн»њ,surprise
"24: р «бЌх» гж ябге «Ќ»я «Ќн«д«р :  —ћЁе нѕ ° ж Ё“е  ёб» ° жЌн«е .",love
»«я,surprise
жб« »«нѕне жб« я«д »«нѕн««,sadness
"alSenan   «ббе н” — Џбне ж« гдн г«няжд гд «бгџ÷ж» Џбнег бгћ—ѕ —«не бг нЏћ» «б»Џ÷ °г ÷«где жг Ёё гЏе .",sympathy
Divo   Gika17 Ў» «не «б”»» Ён «дег нЏ ёбж,anger
«д« гж »” «Ќ»Р «д« гнш  Џбня?? Ёуёъѕ Р  –ъ»Ќ ж дяшѕ Џбн нжгн?? г«Ќ» «д« «‘ «ё бя « Џ» яЋн—?? «е бж  ѕ—н ж‘ «ббн »н’н—??  «Ќ»я  Ќ»н»н  џ“б . A??,love
—»д« н” —. ж«ббе г—Џж»е,fear
«б«”Џ«— д«— ж«бћдне џ«— ж«бѕжб«— Ё«— ж«б»ж—’е » де«— ж«бднб Ў«— ж’д«Ён— « »«Џ  »ѕнд«— жб”е «б‘Џ» Ќг«—  » Ќ» «б”н”н Џ‘«д гЏн‘ Ќгн—е Ё г—«—,anger
г’— —«Ќ  «б«жбнг»н«ѕ » 150 б«Џ» гЋб« Ён 130 ќ—ћж« Ё нжг «’б«,none
г« дЌд« Џ«—Ёнд «де «г—ня« гд  Ќ  б Ќ  «“« жёЁ  гЏ «”—«∆нб бг« «” ќѕг  «бЁ”Ёж— »Ќ—» џ“е жг« « ег  д дн«еж »ћ—«∆г Ќ—» »ѕя г«  я“» еб«,anger
еж Ён я«г ёЎ—н Ён »ЏЋе ёЎ— Ён «б«жбнг»н«ѕњ,none
» »”Ў ћѕр« »дћ«Ќ «бб«Џ»нд «бг’—ннд Ён «б«жбнг»н«ѕ .... »Ё—Ќ бг« »б«ён Ќѕ »нЌёё Ќбге жнж’б ббн еж Џ«ж“е —џг яб «бё—Ё «ббн «Ќд« Џ«н‘нд Ёне,joy
"нгж  «бЁ—Ќ Ёндн ° «–« Џ«‘ «бЌ“д Ёня  «бЁ—Ќ",sadness
я«дж« ћ«н»нд ж«Ќѕ нЌбб «б«жбнг»н«ѕ Џ«бд«нб ”»ж—  ё«бег б« ж«ббе г‘ г «»Џ «б»Ўжбе,surprise
«бж«ѕ «б«”—«∆нбн «бн енб«Џ»д« Ён «бћжѕж Ё «б«жбнг»н«ѕ ѕе ‘ябе џ‘нг : D н«—» «бжбѕ «”б«г гнќ”—‘ г‘ Џ«н“нд Ё÷«нЌ н«—»,fear
gouda бе бг н’б Ён «бг«д‘д њњњњ,surprise
: же–« ш «џ—ёдн «‘ н«ё«р Ёгд Ён Ќ»  гяше ёѕ нхб«гу  гƒ””е «ббƒбƒе «бжёЁне,love
н«ббе  «Ћ—  ж ѕгЏ  Џнждн,sympathy
ег« ё«бж «д ‘Џ«— «б«жбнг»н«ѕ «б”де ѕн ен»ён «бгЌ«Ёўе Џбн «б«—÷ «ж Ќ«ће “н яѕ« нЏдн «еж Ќ«ће бне« Џб«ёе »«б»н∆е нЏдн ?,surprise
«бд«” ќ«нЁе ќ«нЁе гд яб Ќ«ће »ё  г ќжЁе гд «н “н«ѕе Ён «б«”Џ«— Ён «н жё  г бжгж‘ «бд«” г‘ ег« «ббн ж’бж« «б»бѕ ббг—Е,fear
«Ё  «Ќ «б«бЏ«» «б«жбнг»н«ѕ Ён —нж ѕн ћ«дн—ж «б»—«“нб 2016 ѕќжб «бЁ—нё «б”ж—н «ббе Ќнжжжжжжж ”ж—н«,joy
«Ё««««  —«г» г ёѕг ж«ббе «дн г Џ«ЎЁе гЏ ябнд жд Џ‘«де« «дЋн жб« ябег «ѕ—н дЁ” «б‘н,sympathy
’ж е« »нже» ёб»н Ќн«е ??,joy
г‘ Ё«—ёе г‘ »нбЏ» гЏ «бгд ќ» Ён «б«жбнг»н«ѕњ,none
нб« «Ё—нён« «бЁ гбнжд  Ќне бя«» д гƒгд ”бнг«д ж‘ «б”Џѕ  Џ ћгеж— «б“г«бя ЌЁ—  «”гя Ё ёбж» яб «б“гбя«жне ????????????????????,love
«д« г‘ »” ќ«нЁе гд «бгж÷жЏ ѕ« «д« г—Џж»е ћѕ««,fear
г« ‘«Ѕ «ббе «”—«∆нб »ё   ‘«—я Ён «б«жбнг»н«ѕ ??,surprise
: д«÷бж« гд «ћбд« жгд «ћбяг .. гд «ћб —ЁЏе »бѕяг .. гЏяг Ќ н «бде«не »б« ябб !!  «÷—«» «б«Ў»«Ѕ «бЏг«дннд4,sympathy
"жбж Ќ н »н»’ Џбн «бгд«Ё”° бне н»ён бж“—! н»ён »нд«Ё” г«няб Ёнбн»” Ён «б«жбнг»н«ѕ ѕ—«Џ »ѕ—«Џ жбж“— «“«н нЏдн!! е»б",anger
жб«д «б”  г«бе«‘ џн— »н  ћж“е« ж—«Ќе ћж“е« жќѕге Џн«бе«... нЌ Ён «бг’—нжд »Ёж“ д”«∆ег Ён «б«жбнг»н«ѕ! жЏћ»н!  ‘Џ» г ”ё »Ў»Џе,surprise
«бЁ—ё »нд г’— ж«г—ня«/«б’нд/—ж”н«/«дћб —« Ён «б«жбнг»н«ѕ ўе— ж«÷Ќ« Ён «“ге  ”«—е ”гн— ж«бЋ«джне «бЏ«ге 1,sadness
÷гндн Ён Ќ÷дя ќ»ндн...... «бќжЁ гнћн‘  гдн—,fear
«яб г«г« : н« «яб г« »Џѕя «яб ж н«—жЌ г« »Џѕя —жЌ ж«ббе ????  «бЌх» ??,love
«Ё  «Ќ «б«жбнг»н«ѕ »ѕ« Џбн Bein sports ж Dubai sports «бгЁ жЌннд,none
ќ«нЁе ж‘«нбе ег «б«г Ќ«д«  ??,fear
ќ«нЁ гд «бнжг «бн ’»—н »ндЁ– Ёне??.,fear
"у «д« ќ«нЁ гд «бЁёѕ«д ° ж«бжЌѕе жќ«нЁ ѕгЏ н  Ўџн Џбн Ё—Ќн «ћне г» ”г .. ‘«нб гЏн ж—ѕе ж«—жЌ »«ян ‘«нб гЏн ћ—Ќн",fear
ќ«нЁе «ѕќб «д«г «б«ёнег џбж« Ќ«ће  «дн ????,fear
г« нЌ «ћ ! «яЋ— Ё—нё Ё«н“ »«бѕж—н ж «б«»Ў«б ??,joy
«бЏ—«ё г« нЌяге« «б« ѕя « ж— «бЌћ«ћ «»д “н«ѕ ’ѕ«г «бЏ»«”ннд,anger
»” ж«бд»н «б»  Ќд«д ѕн ћѕЏе ж»д  ћѕЏ«д. г—«  —Ё«Џн ЁЏб«р,joy
"harb777: Ўжб «бжё  ќ«нЁе —»д« н”н»дн бдЁ”н «я — гд яѕе ж«ббе ° «ббег —ѕд« «бня —ѕ« ћгнб«??",fear
"гжёЏ ‘ жб« Ќ«ће ЎбЏ  «б 12 ж —«Ќ  д’Ё «бде«∆н ° «б«жбнг»н«ѕ ѕн Џ«н“е яж—” Џ‘«д дЁеге«",none
ќ«нЁе «Ќян,fear
ен я—е «бёѕг » ѕќб «б«жбнг»н«ѕњ,surprise
Ёег«я Ў»Џ« »” ег« б«“г нЏн‘ж ѕж— ќ»—«Ѕ «б«жбнг»н«ѕ,none
нб« «б—“ё Џбн «ббе «д« ќ«нЁе »” няжд гд ”жЅ Џгбн «д «»дн Ён «бжё  ѕе Ў» г‘ бж —»д« »нЌ»дн я«д гдЏдн «ягб,fear
ёбж»д« гЏяг н««еб г’— ... жѕг н ‘«гќе н«г’—,sympathy
нжгя.”Џнѕ.»«Ѕ–д.«ббе.  «еб«.»я.’ѕнёе.Џ“н“е.,joy
t66:  «бЌх» «д  ё—Ѕ ябге ( ћдше) .. Ён ‘яб Ёну Џндня жће  «хгя ..??,love
«“«н б«Џ» г’—н Ён «б«Ё  «Ќ нг”я Џбг «б”Џжѕне Ќ н бж ’џн— Ёнд «бг”ƒжбнд   «б«жбнг»н«ѕ  г”ќ—е,anger
Ёне »бѕ «”ге«  яж”жЁж  я”»  гнѕ«бне –е»не Ён «б«жбнг»н«ѕ жег« «’б« 8 б«Џн»е г‘«—янд гд «б»бѕ ѕе «бЏ—» гдж—нд  Rio2016,surprise
г«няб Ёнб»” ж«ќ— ”»«ё бне Ён я«—н—е Ён «б«жбнг»н«ѕ гЏ гд ќ» «г—ня«   «»Џ 4 * 100 г — »Џѕ 10 ѕё«нё  ё—н»«  «б”»«Ќе  —нж2016,none
«жб бг« «б”н”н ё«б «д« ‘«нЁ «бд’— “н гд« ‘«нЁяж ѕбжё  еж» ѕ»б яня бён  яб «бб«Џн»е «бг’—ннд Ён «б«жбнг»н«ѕ »нќ”—ж ж»н—жЌж Џбн »бѕег,sadness
бж  ЏЎждн Ќ»— ёѕ «б»Ќ— Ї г« «жЁн  ‘«»н «бжд”ж Ќёе .??  Џ‘‘‘ё .,love
дЎ«б» »—Ќнб г— ÷н гд’ж— ж«Ќд« я«ебжне дЎ«б» »—Ќнб «бЏ—’  гЌгжѕ Ў«е— Ёеж  ѕжбћн «гдћн «ж”ќ гд г— ÷н ( «бяж—е ббћг«ен— н«жб«ѕ «бж”ќе ),anger
г «ќѕждн‘ Џбн «”«” «дн «б‘ќ’ «бгж н?н ѕ «бЁ —е ѕн Џ‘«д «д« ћж«н« ягне «Ќ»«Ў  Ќ»Ў » жЏ «б«жбнг»н«ѕ ж«ббе,sadness
г’— » ќ—ћ гд «б«жбнг»н«ѕ «”—Џ гд »жб  » «Џ «бћ—н,none
«Џ —Ё «дн ќ«нЁе гд ћж«е— «ббе н” — нб« »«н ????Ю??,fear
«б«жбнг»н«ѕ »ѕ«  ?????? ”»«ё «б1000г — я«д —жЏе..ж—ёг Џ«бгн Ё‘нќ.. ж«б«ћгб «д «б«Ћнж»не ен« «ббн я”» ..  «Ё—нён« «б”б«г,joy
гЁ«ћ«е  «бѕж—н «б«бг«дн  bundesliga,surprise
«—ѕжџ«д гян«Ёбн «’нб нЎ»ё ( «бџ«не  »—— «бж”нбе ) »‘яб гг «“ «” џб «бѕнд ж д’— «бгўбжг ж г”«Џѕе  Ёб”Ўнд бяд г” Џѕн»нЏ яб е–« гд «ћб «бг’бЌе,anger
д ‘ н« ”я— «д   ’ѕё «’б«р «д Ёндћ— нЏгб яѕ«,anger
я«д г—н÷ ё»б «б«жбнг»н«ѕ жя«д »н«ќѕ «ѕжне » “жѕ «бж“д,none
г’— ќѕ  гнѕ«бн нд Ён »ЏЋе г’—жЁ Џбне« 480 гбнжд нЏдн «бгнѕ«бне ж«ёЁе » 240 !! ег« —ЁЏж« «бѕЏг Џд «б«жбнг»н«ѕ жб« «не !,surprise
«бЁ‘б Џдѕг« дёжжб ббд«” ябге Ё«‘б е–« «бЁ‘б «бЌёнён Џг—е г«я«д «Ќѕ Ё«‘б »” дЌЎг «бд«” ё»б «бЁ‘б «бЌёнён «д«  ÷ѕ«бЁ‘б  «Ё‘б гѕ—» г— Џбн д«ѕня,anger
я«д «ббе Ён Џждег ѕЏж« яг бег гЏ ’б«е «бж —,sympathy
б№”е  »№ №Ќ»№е« б« Џ«ѕн !! Ў№№» ѕ«—н ѕг№жЏ№я «б«жб ж»Џ№ѕн№д  «я№ѕ» »№—Ќ№ №я,sadness
: бж «д  Ё«—ё гЏ«ег гядж‘ ”«»жя ?,sadness
"н« ћг«Џе «б —ндндћ «б«Ќг— » «Џ г’— Ён «б«жбнг»н«ѕ ѕе »‘Џ° «жб г—е яд  «‘жЁе ж”«—е б«»”«е гд ‘жне Џ‘«д г« Ё—ћ ‘ Џбн «б«Ё  «Ќ..«не «б»‘«Џе ѕнњ",sadness
ќж«д г«— д ѕнб »ж —ж нЁж“ Џбн д«ѕ«б 2 1 жн’Џѕ бде«∆н «б«жбнг»н«ѕ   д”  —нж2016,none
д«ѕн «б«Ћ—н«Ѕ »н —нё Џбн г— ÷н Џ‘«д г«”я д«ѕн «б“г«бя..»Џнѕ« Џд «д г— ÷н Ёне яб «бЏ»— Ў»Џ«.. »” «ќ— д«”   ябг ег » жЏ ќ”д Ќгѕн :),anger
жѕн ж« «б”нћд«б Ёнд гЏдѕн‘ жб« ‘—Ўе,joy
"н« ћѕЏ«д бж ”гЌ ж« г‘ яб ж«Ќѕ Џдѕе гн нд «г Џёѕе дЁ”не н—жЌ ѕ«ќб ‘« г Ќѕ Џбн «”я ° г« еж н«   Џ«бћж« н«  д Ќ—ж« ж«ббе :D",anger
«д« ќ«нЁ Ќ«”” «д «б”н”н ѕе гб»ж” «ж Џдѕе еб«ж” ж»нЌ «ћ н”нб ѕг »дн «ѕгнд яб Ё —е »”»» «ж »ѕжд,fear
»Ўб «бћжѕж «бг’—н «”б«г «б‘е«»н енж«ће б«Џ» «”—«∆нбн Ён «б«жбнг»н«ѕ,none
еж «д  ” џдн »гд  хЌ» Џд «бЏ«бг «ћгЏ .. «б«  ‘Џ— гЏе »—џ»е Ён «н ‘нЅ «ќ— .. «д няЁня жћжѕе Џд «бжћжѕ !,love
: ????? ????  ??? ????  ????? ?????? ???? ?? ???? ???? ???? ????   ????? ??????  «б«Џгн  «б’ѕ«ёе  «бжЁ«Ѕ,love
еж  г«г «б”Џ«ѕе ЌнЋ н— «Ќ ёб»я ж Ќѕ  «б÷бЏ «бгЁжѕ гдя Ё«б«д”«д б« н— «Ќ «««бн жеж я«гб  «ћгб г«ёнб »«бЌ»,love
 ќнб д«нЁ «д«’«—бн ‘н ћѕ« гЌ“д ж”нЅ ќ«нЁе «дж«  Ќ“д Џбн« г—е яд  «дўЁ «ббе ня—гя «бЌг«г,fear
«ббуехгуш «—Ќугъ яб ÷ЏнЁт Ёуёцн— жћ«∆Џт »—ѕ«д ??  «бнгд  «бЏ—«ё   —«ћЁ «нѕндн гд «б»—ѕ жёжб,sympathy
Mama said: е нћ»н гб«Ќё н« енѕн,sadness
albalwi:     «г Џ»ѕ«ббе 11K г «»Џ  ?? ” ««««««ебн н«ёб»нрр я« ќн—  ?????????—«∆Џ  ?????ггн“  ????????–жё   ” Ќё ??«бг «»Џе ????,love
«”ге« «бЌћ«ге н« ћебе жг‘ Ќ«ће ћѕнѕе г‘ «бЏб«ћ »«бяж»н«  «б”ќде «бћѕнѕ Џд г–нЏн «б«жбнг»н«ѕ « ЌѕЋ,anger
нбЏд «»ж ћгбе 7000 ”де Ќ÷«—е «ббн »  ё«б бг« г’—н »ня”» Ён «н Ќ«ће Ён «б«жбнг»н«ѕ  «еж «еж »ня”» ж»нёжб «де 7000 ”де Ќ÷«—е,anger
«ббег «‘яж «бня ÷ЏЁ «еб жёбе Ќнб ег жеж«дег Џбн «бд«” н««—Ќг «б—«Ќгнд «ббег «д  —» «бг” ÷ЏЁнд «д’—ег Џбн Џѕжег Е,sympathy
 »н  Ёж“њ ќбя »Ё—нё ж«нб,surprise
ггяд Ќѕ нЏ—Ёдн «н ёд«е ггяд « «»Џ Џбне« «б«жбнг»н«ѕ ж‘я—« бЌ÷—« яг,none
ћгеж— «б‘—ёне ѕ«∆г« н‘—Ё,joy
«”” «б Ќ’б Џбн гд’» Ён бн»н« ж«”Ўе ж гЌ”ж»не ЁёЎ,anger
‘Џж— г—нЌ Ќнд   Ёя—ж  –я—я«д «ббе н”гЏя жнЏбг ќЁ«н« ёб»я ябг« я жЌ“дя «б–н бг  ўец—е ж«де »ц—Ќг е нќЁшЁ Џдя Ќ н ё»б «д  Ўб»,joy
: гд ћгнб яб«г «б‘«ЁЏн [«–«  ќбн «бд«” Џдя Ён я—» Ё«Џбг «д «ббе н—нѕ «д н жбн «г—я ж яЁн »«ббе жянб«],love
«”н”  гн”н »  «—нќ «б«жбнг»н«ѕ ..,none
